branch_id,Monetary,clv,clv_Tile,Mone_Tile,score_v1,score,score_level,cluster_labels
9682,12026599,40584,3,4,34,7,Loyal,cluster_2
9686,8818853,37604,3,3,33,6,Loyal,cluster_2
9697,11441130,43055,4,4,44,8,Premium,cluster_2
9699,7595632,40092,3,3,33,6,Loyal,cluster_2
9700,11453154,40888,4,4,44,8,Premium,cluster_2
9707,3174060,30044,1,1,11,2,Churned,cluster_2
9723,326267,14857,1,1,11,2,Churned,cluster_0
9729,9930397,47466,4,4,44,8,Premium,cluster_2
9746,10820116,50736,4,4,44,8,Premium,cluster_2
9770,13156070,32863,2,4,24,6,Loyal,cluster_2
9773,426278,34240,2,1,21,3,Churned,cluster_2
9794,8187471,36247,2,3,23,5,Regular,cluster_2
9803,3850445,32130,2,2,22,4,Regular,cluster_2
9807,300739,14152,1,1,11,2,Churned,cluster_0
9818,7140762,44064,4,3,43,7,Loyal,cluster_2
9821,7223817,35496,2,3,23,5,Regular,cluster_2
9822,6226518,38398,3,2,32,5,Regular,cluster_2
9860,2304401,31620,2,1,21,3,Churned,cluster_2
9870,6444510,38123,3,3,33,6,Loyal,cluster_2
9873,17807327,43852,4,4,44,8,Premium,cluster_1
9890,14561863,45985,4,4,44,8,Premium,cluster_2
9904,7909072,34752,2,3,23,5,Regular,cluster_2
9909,3497287,39900,3,2,32,5,Regular,cluster_2
9926,5390967,32757,2,2,22,4,Regular,cluster_2
9941,6276803,34970,2,2,22,4,Regular,cluster_2
9955,13269995,51456,4,4,44,8,Premium,cluster_2
9972,8173899,33390,2,3,23,5,Regular,cluster_2
10006,14334935,47790,4,4,44,8,Premium,cluster_2
10055,2934829,35259,2,1,21,3,Churned,cluster_2
10063,11795915,45440,4,4,44,8,Premium,cluster_2
10070,5289004,34060,2,2,22,4,Regular,cluster_2
10078,12947168,35216,2,4,24,6,Loyal,cluster_2
10103,18117,1956,1,1,11,2,Churned,cluster_0
10121,13193648,43520,4,4,44,8,Premium,cluster_2
10126,4293324,34572,2,2,22,4,Regular,cluster_2
10151,16511015,37876,3,4,34,7,Loyal,cluster_2
10194,6523381,33170,2,3,23,5,Regular,cluster_2
10198,6665384,41915,4,3,43,7,Loyal,cluster_2
10208,14649988,42265,4,4,44,8,Premium,cluster_2
10235,2237376,35242,2,1,21,3,Churned,cluster_2
10236,10913826,35464,2,4,24,6,Loyal,cluster_2
10242,17156330,44398,4,4,44,8,Premium,cluster_1
10261,999729,63801,4,1,41,5,Regular,cluster_2
10279,11946988,37310,3,4,34,7,Loyal,cluster_2
10288,190390,9176,1,1,11,2,Churned,cluster_0
10314,6938648,40733,3,3,33,6,Loyal,cluster_2
10319,10844673,44936,4,4,44,8,Premium,cluster_2
10343,3264296,30326,1,1,11,2,Churned,cluster_2
10348,140551,20790,1,1,11,2,Churned,cluster_0
10358,12869835,44710,4,4,44,8,Premium,cluster_2
10378,113550,27280,1,1,11,2,Churned,cluster_2
10388,251343,8733,1,1,11,2,Churned,cluster_0
10392,6285455,41952,4,2,42,6,Loyal,cluster_2
10398,9104905,40108,3,3,33,6,Loyal,cluster_2
10408,9312487,31140,1,3,13,4,Regular,cluster_2
10449,10685328,40810,3,4,34,7,Loyal,cluster_2
10467,8988331,41426,4,3,43,7,Loyal,cluster_2
10488,134881,13616,1,1,11,2,Churned,cluster_0
10494,2826185,34505,2,1,21,3,Churned,cluster_2
10515,7772674,37450,3,3,33,6,Loyal,cluster_2
10551,8135882,32700,2,3,23,5,Regular,cluster_2
10553,114,114,1,1,11,2,Churned,cluster_0
10555,6407662,41175,4,3,43,7,Loyal,cluster_2
10613,13833,3146,1,1,11,2,Churned,cluster_0
10684,4583073,29640,1,2,12,3,Churned,cluster_2
10690,2658029,36846,3,1,31,4,Regular,cluster_2
10720,11875008,43608,4,4,44,8,Premium,cluster_2
10742,6036508,37605,3,2,32,5,Regular,cluster_2
10744,4896079,39963,3,2,32,5,Regular,cluster_2
10751,8883095,36314,3,3,33,6,Loyal,cluster_2
10776,5290387,29120,1,2,12,3,Churned,cluster_2
10816,1010979,26260,1,1,11,2,Churned,cluster_2
10841,2826792,35910,2,1,21,3,Churned,cluster_2
10862,7538363,34209,2,3,23,5,Regular,cluster_2
10891,2943263,41280,4,1,41,5,Regular,cluster_2
10902,10043753,40050,3,4,34,7,Loyal,cluster_2
10929,5276951,38430,3,2,32,5,Regular,cluster_2
10936,4452648,35310,2,2,22,4,Regular,cluster_2
10945,3837505,37008,3,2,32,5,Regular,cluster_2
10964,9840324,38570,3,3,33,6,Loyal,cluster_2
10994,2962068,36068,2,1,21,3,Churned,cluster_2
11019,6965238,32880,2,3,23,5,Regular,cluster_2
11024,0,0,1,1,11,2,Churned,cluster_0
11057,18705979,47124,4,4,44,8,Premium,cluster_1
